feedback_id,customer_id,order_id,feedback_date,rating,feedback_text,channel,_rescued_data
269,687,9704,2025-09-21,3,Average quality ElmHouse Compact Cleaning. Expected a bit more from ElmHouse.,survey,
270,1286,5371,2025-12-18,4,Outstanding CoreMotion Endurance Running Gear. CoreMotion has a customer for life.,social_media,
271,203,7656,2025-12-29,5,Bought this as a gift and they absolutely loved the NutriBlend Wholesome Baking.,social_media,
272,1894,8636,2025-11-07,5,Absolutely love this IronPeak Impact Basketball! Quality is outstanding.,chat,
273,2345,12510,2025-07-04,5,Love the design and functionality of this IronPeak Impact Basketball.,social_media,
274,189,795,2025-10-06,3,The FreshFace Luxe Men Grooming is decent for the price. Nothing special but works.,email,
275,2077,14159,2025-11-04,5,Excellent craftsmanship on this GreenLeaf Modern Sweater. Worth every penny.,chat,
276,2239,8785,2026-02-15,3,The SunRipe Farm Fresh Dairy is satisfactory. SunRipe could do better.,social_media,
277,1889,8300,2025-10-19,4,Fast shipping and the EarthBite Farm Fresh Snack works perfectly. Would buy again.,email,
278,19,11826,2025-09-09,5,Absolutely love this AlpineEdge Core Hiking! Quality is outstanding.,email,
279,2300,4476,2026-03-22,4,The RapidStride Impact Dumbbell is exactly what I needed. Five stars!,chat,
280,1590,5921,2025-11-02,5,Excellent craftsmanship on this CanvasWear Classic Jean. Worth every penny.,chat,
281,400,9915,2026-01-16,5,Really impressed with the SummitGear quality. Highly recommend!,social_media,
282,1334,8880,2025-08-16,5,Impressive BloomBeauty Silk Sun Care. Shipping was fast and packaging was great.,survey,
283,2138,3554,2026-01-13,3,"The CoreMotion Speed Bike is fine. Not great, not terrible.",survey,
284,1980,4936,2025-07-12,3,The PureComfort Modern Rug arrived on time. Quality is about what I expected.,survey,
285,2134,1497,2026-03-26,4,Wonderful quality. Will definitely order more from AquaPro.,social_media,
286,1547,201,2025-06-11,4,Wonderful quality. Will definitely order more from SignalMax.,chat,
287,301,3808,2025-07-12,4,Really impressed with the HarborHouse quality. Highly recommend!,social_media,
288,573,12734,2025-08-25,5,Amazing TrailBlaze Speed Soccer from TrailBlaze. My whole family loves it.,survey,
289,724,5129,2025-08-03,4,Love the design and functionality of this TrailBlaze Speed Soccer.,chat,
290,869,9752,2025-09-04,5,Really impressed with the SilkRoad quality. Highly recommend!,chat,
291,923,739,2026-02-28,5,The MapleCrest Heritage Snack is exactly what I needed. Five stars!,email,
292,1672,4201,2025-07-05,3,The FreshField Wild Supplement arrived on time. Quality is about what I expected.,survey,
293,1760,5268,2025-09-20,5,Excellent craftsmanship on this LuxeGlow Radiant Makeup. Worth every penny.,social_media,
294,728,4850,2025-09-02,5,Great value for the price. The CoreMotion Endurance Running Gear exceeded my expectations.,chat,
295,2,8225,2025-08-28,5,Absolutely love this PixelEdge Max Tablet! Quality is outstanding.,social_media,
296,1,2322,2026-01-19,1,The BrightPage Advanced Biography broke after two weeks. Not buying from BrightPage again.,social_media,
297,1876,14809,2025-07-15,5,Outstanding DataPulse Lite Smartphone. DataPulse has a customer for life.,chat,
298,1417,13398,2026-02-11,3,Okay purchase. The TechVault Premium Cable could use some improvements.,survey,
299,605,10684,2025-06-23,5,Amazing AquaPro Flex Camping from AquaPro. My whole family loves it.,chat,
300,385,13140,2025-10-02,4,Best purchase Ive made this year. The GlowLab Velvet Sun Care is fantastic.,chat,
301,385,670,2026-02-20,5,The GoldenGrain Fresh Spice has made such a difference. Highly recommend GoldenGrain.,chat,
302,179,4430,2025-08-04,5,The GreenHarvest Wholesome Snack is exactly what I needed. Five stars!,social_media,
303,1423,13216,2025-06-25,5,The FreshField Artisan Dairy is exactly what I needed. Five stars!,chat,
304,378,11428,2025-12-17,3,Decent AlpineEdge Flex Yoga Mat from AlpineEdge. Would consider alternatives next time.,chat,
305,393,10676,2025-08-11,5,Best purchase Ive made this year. The CoreMotion Speed Bike is fantastic.,survey,
306,56,807,2026-02-26,1,Very poor quality SummitGear Impact Basketball. Expected much better from SummitGear.,chat,
307,1270,14495,2026-02-26,2,Disappointed with this StoneBridge Artisan Towel. Quality is poor for the price.,email,
308,1925,5586,2025-11-20,4,Impressive BrightPage Beginner Fiction. Shipping was fast and packaging was great.,chat,
309,816,8493,2025-08-17,5,Perfect HarborHouse Modern Storage! Exactly as described and then some.,email,
310,785,11283,2025-12-10,5,The NorthTrail Vintage T-Shirt has made such a difference. Highly recommend NorthTrail.,social_media,
311,266,5690,2025-11-27,4,Wonderful quality. Will definitely order more from NorthTrail.,social_media,
312,423,13518,2025-08-20,5,The FitForm Casual Hat is exactly what I needed. Five stars!,survey,
313,1185,1896,2026-02-12,5,Amazing SunRipe Farm Fresh Canned from SunRipe. My whole family loves it.,chat,
314,653,9893,2025-06-04,5,Impressive NovaByte Advanced Speaker. Shipping was fast and packaging was great.,email,
315,2419,14837,2025-09-22,5,Amazing OceanCatch Organic Cereal from OceanCatch. My whole family loves it.,chat,
316,516,10200,2026-03-16,4,The CanvasWear Classic Jean arrived quickly and works great. Very satisfied.,chat,
317,56,12958,2025-06-28,2,Very poor quality AquaPro Power Soccer. Expected much better from AquaPro.,survey,
318,1444,5237,2026-03-19,3,The FreshField Artisan Dairy is decent for the price. Nothing special but works.,chat,
319,2006,9670,2025-07-18,2,Save your money. This FreshField Gourmet Baking from FreshField is not worth it.,social_media,
320,2056,4738,2025-09-13,5,The MindPress Classic Tech arrived quickly and works great. Very satisfied.,survey,
321,2351,3048,2025-11-07,2,Worst BlueHarbor Slim Fit T-Shirt Ive ever bought. BlueHarbor has lost my trust.,chat,
322,478,3675,2025-06-22,4,Amazing AquaPro Flex Dumbbell from AquaPro. My whole family loves it.,social_media,
323,710,6545,2025-07-12,4,Fast shipping and the HomeNest Modern Storage works perfectly. Would buy again.,email,
324,1171,2655,2025-07-23,5,Great value for the price. The StyleCraft Cozy Sweater exceeded my expectations.,social_media,
325,2127,14583,2025-07-07,5,Super happy with this OceanCatch Farm Fresh Beverage. OceanCatch never disappoints.,social_media,
326,1005,12336,2025-08-01,4,Solid build quality on this ZenithTech Lite Speaker. Very durable.,chat,
327,1242,6449,2025-11-29,4,Super happy with this ElmHouse Premium Bedding. ElmHouse never disappoints.,email,
328,109,2620,2025-07-31,4,Bought this as a gift and they absolutely loved the SilkEssence Silk Body Care.,email,
329,1586,10783,2025-07-25,5,Super happy with this HarborHouse Heritage Towel. HarborHouse never disappoints.,survey,
330,2438,10541,2025-08-12,3,The StyleCraft Cozy Sweater is satisfactory. StyleCraft could do better.,email,
331,2284,13611,2026-01-06,5,Bought this as a gift and they absolutely loved the BlueHarbor Relaxed Hat.,social_media,
332,1918,7835,2025-10-03,5,Absolutely love this SummitGear Power Soccer! Quality is outstanding.,email,
333,1584,9042,2025-07-28,3,Not bad but not amazing either. The GreenLeaf Athletic Dresse is middle of the road.,email,
334,1753,8741,2025-09-06,5,Best purchase Ive made this year. The GoldenGrain Artisan Spice is fantastic.,social_media,
335,1690,14094,2025-07-12,4,Ive tried many similar products but this CanvasWear Cozy T-Shirt from CanvasWear is the best.,chat,
336,180,8127,2025-07-14,2,Not happy with this purchase at all. The FreshField Artisan Dairy is junk.,social_media,
337,483,13542,2025-06-05,2,Do not buy this ClearInk Pocket Tech. Horrible quality from ClearInk.,chat,
338,2230,12393,2025-09-01,4,Excellent craftsmanship on this PureComfort Modern Rug. Worth every penny.,survey,
339,1036,1363,2025-07-19,5,Very pleased with my purchase. The ElmHouse Artisan Rug is top notch.,social_media,
340,288,12477,2025-09-08,4,Great value for the price. The PureAura Velvet Body Care exceeded my expectations.,chat,
341,812,14050,2025-06-29,5,Best purchase Ive made this year. The MindPress Illustrated Non-Fiction is fantastic.,survey,
342,646,9574,2025-10-04,3,Took a while to arrive but the VelocityX Flex Running Gear is acceptable.,social_media,
343,2359,5064,2025-07-22,4,Solid build quality on this VoltStream Ultra Charger. Very durable.,chat,
344,684,5651,2025-10-02,3,The PureAura Crystal Haircare works but the instructions were confusing.,survey,
345,2485,1640,2025-10-03,5,The AquaBliss Hydra Sun Care is exactly what I needed. Five stars!,survey,
346,1931,14023,2026-01-10,4,The FreshFace Revive Tool is exactly what I needed. Five stars!,social_media,
347,114,10926,2025-12-03,3,Okay purchase. The PageTurn Classic Fiction could use some improvements.,social_media,
348,2255,6533,2025-09-03,5,The FlexFit Grip Basketball arrived quickly and works great. Very satisfied.,email,
349,1475,13205,2026-01-01,5,Fast shipping and the StyleCraft Athletic Sweater works perfectly. Would buy again.,social_media,
350,1444,3036,2025-12-23,5,Solid build quality on this SilkRoad Classic Dresse. Very durable.,social_media,
351,2082,13309,2026-03-04,2,Terrible experience. The VoltStream Ultra Cable doesnt work as advertised.,email,
352,528,1244,2025-08-15,4,Very pleased with my purchase. The CoreMotion Speed Bike is top notch.,survey,
353,1321,747,2026-01-05,4,Fast shipping and the SilkEssence Silk Body Care works perfectly. Would buy again.,email,
354,1650,8226,2025-10-22,5,Great value for the price. The VoltStream Mini Headphone exceeded my expectations.,chat,
355,1288,8877,2025-06-30,4,Best purchase Ive made this year. The GreenHarvest Farm Fresh Beverage is fantastic.,chat,
356,981,11941,2025-12-12,5,Excellent craftsmanship on this MindPress Definitive Biography. Worth every penny.,email,
357,393,12259,2026-01-13,4,Impressive ThreadBound Comfort T-Shirt. Shipping was fast and packaging was great.,chat,
358,1222,10896,2026-03-20,5,Perfect BrightSpace Compact Rug! Exactly as described and then some.,email,
359,34,7073,2026-02-17,2,Extremely disappointed. The FreshField Premium Frozen fell apart quickly.,social_media,
360,922,2064,2025-12-10,5,Super happy with this MindPress Definitive Biography. MindPress never disappoints.,survey,
361,878,231,2026-03-18,5,Impressive ThreadBound Comfort T-Shirt. Shipping was fast and packaging was great.,email,
362,1195,9169,2026-03-25,2,Do not buy this BookBound Essential Science. Horrible quality from BookBound.,social_media,
363,12,11314,2026-01-02,5,Solid build quality on this FlexFit Grip Basketball. Very durable.,email,
364,2162,6535,2026-03-01,4,The HarborHouse Artisan Storage has made such a difference. Highly recommend HarborHouse.,chat,
365,1947,12362,2026-01-08,2,Extremely disappointed. The TrailBlaze Flex Soccer fell apart quickly.,chat,
366,823,12405,2025-07-26,4,Wonderful quality. Will definitely order more from FlexFit.,chat,
367,476,11311,2026-01-18,3,Reasonable MindPress Illustrated Non-Fiction. Would rate it as average overall.,email,
368,1119,2553,2025-07-28,3,Decent RapidStride Core Swim Gear from RapidStride. Would consider alternatives next time.,survey,
369,374,12530,2025-10-13,5,Absolutely love this FreshFace Velvet Makeup! Quality is outstanding.,survey,
370,233,2531,2025-07-10,3,Average quality NovaByte Plus Cable. Expected a bit more from NovaByte.,chat,
371,2380,7726,2026-02-21,4,Excellent craftsmanship on this AlpineEdge Flex Yoga Mat. Worth every penny.,email,
372,1457,4411,2025-10-22,5,Outstanding ApexDigital Slim Smartwatche. ApexDigital has a customer for life.,social_media,
373,365,5558,2026-02-26,5,Great value for the price. The VoltStream Mini Headphone exceeded my expectations.,chat,
374,1586,4602,2025-07-28,4,Wonderful quality. Will definitely order more from BloomBeauty.,chat,
375,758,9605,2025-12-30,3,"The SilkEssence Velvet Men Grooming is fine. Not great, not terrible.",survey,
376,556,10535,2025-12-05,4,The GoldenGrain Fresh Spice is exactly what I needed. Five stars!,chat,
377,2490,4598,2025-10-30,3,Okay purchase. The SummitGear Power Soccer could use some improvements.,email,
378,1042,1585,2025-09-13,5,Bought this as a gift and they absolutely loved the ApexDigital Premium Smartphone.,survey,
379,2049,6965,2025-11-16,4,Outstanding RadiantRose Radiant Tool. RadiantRose has a customer for life.,social_media,
380,2244,3688,2025-09-09,5,Really impressed with the HarborHouse quality. Highly recommend!,chat,
381,1717,10818,2025-06-18,4,Bought this as a gift and they absolutely loved the ThreadBound Relaxed T-Shirt.,chat,
382,1433,135,2025-11-25,3,Its okay. The HarborHouse Modern Storage does what its supposed to do.,survey,
383,1396,154,2025-07-18,2,Would not recommend this ClearView Ultra Cable. Very cheaply made.,chat,
384,1398,10734,2026-01-09,5,Excellent craftsmanship on this BlueHarbor Slim Fit Shoe. Worth every penny.,chat,
385,1958,7425,2025-10-13,4,Best purchase Ive made this year. The BlueHarbor Slim Fit T-Shirt is fantastic.,survey,
386,1189,14145,2025-12-24,3,Not bad but not amazing either. The NovaByte Plus Cable is middle of the road.,survey,
387,1126,5131,2026-03-15,5,Bought this as a gift and they absolutely loved the SummitGear Impact Basketball.,email,
388,848,2259,2025-07-22,3,Average quality ElmHouse Compact Cleaning. Expected a bit more from ElmHouse.,chat,
389,895,13271,2025-12-21,3,Took a while to arrive but the FlexFit Grip Basketball is acceptable.,social_media,
390,230,2547,2025-09-03,5,Impressive PureStitch Classic Jean. Shipping was fast and packaging was great.,chat,
391,736,11461,2025-12-13,4,Absolutely love this PixelEdge Advanced Charger! Quality is outstanding.,survey,
392,1164,1237,2025-11-07,4,Outstanding RapidStride Impact Dumbbell. RapidStride has a customer for life.,chat,
393,1225,1688,2025-06-28,5,Great value for the price. The FreshField Gourmet Supplement exceeded my expectations.,email,
394,256,13356,2025-10-26,4,Fast shipping and the InkWell Essential Cooking works perfectly. Would buy again.,survey,
395,1074,4369,2025-07-01,3,Not bad but not amazing either. The BloomBeauty Silk Sun Care is middle of the road.,social_media,
396,402,6099,2026-03-10,5,Excellent craftsmanship on this NovaByte Mini Speaker. Worth every penny.,social_media,
397,824,12150,2025-07-08,5,The ThreadBound Vintage Dresse arrived quickly and works great. Very satisfied.,social_media,
398,1041,6486,2025-11-11,5,Amazing PureComfort Smart Decor from PureComfort. My whole family loves it.,email,
399,744,1858,2026-01-30,5,Outstanding GreenLeaf Athletic Dresse. GreenLeaf has a customer for life.,survey,
400,617,6045,2025-12-29,1,Terrible experience. The RapidStride Flex Hiking doesnt work as advertised.,social_media,
401,2033,4698,2025-08-31,4,Absolutely love this PureComfort Smart Decor! Quality is outstanding.,social_media,
402,2018,21,2025-10-25,4,Super happy with this PixelEdge Max Tablet. PixelEdge never disappoints.,email,
403,2203,1672,2026-03-24,2,Would not recommend this ElmHouse Smart Decor. Very cheaply made.,survey,
404,909,60,2025-12-06,3,Took a while to arrive but the ClearInk Illustrated Children is acceptable.,chat,
405,1325,5372,2025-12-02,4,Excellent craftsmanship on this VoltStream Mini Headphone. Worth every penny.,social_media,
406,97,7366,2026-03-10,5,Fast shipping and the ZenithTech Ultra Charger works perfectly. Would buy again.,survey,
407,774,10136,2025-07-18,4,Amazing GreenHarvest Fresh Snack from GreenHarvest. My whole family loves it.,email,
408,2295,11130,2025-10-26,5,Outstanding BrightSpace Compact Rug. BrightSpace has a customer for life.,chat,
409,1621,6765,2026-02-05,5,The ElmHouse Smart Decor arrived quickly and works great. Very satisfied.,email,
410,2082,861,2025-08-08,5,Bought this as a gift and they absolutely loved the TechVault Premium Cable.,email,
411,2361,11463,2025-10-02,3,Decent ReadMore Classic History from ReadMore. Would consider alternatives next time.,survey,
412,2456,10436,2025-12-22,5,Absolutely love this DeepRead Modern Travel! Quality is outstanding.,email,
413,2497,14202,2025-06-01,2,The FreshField Gourmet Supplement is overpriced for what you get. Total letdown.,social_media,
414,1640,10088,2025-10-14,5,Wonderful quality. Will definitely order more from HarborHouse.,social_media,
415,536,2874,2025-11-16,4,Very pleased with my purchase. The TrailBlaze Performance Dumbbell is top notch.,chat,
416,449,10631,2025-12-03,4,Impressive StoneBridge Heritage Storage. Shipping was fast and packaging was great.,email,
417,518,14319,2026-03-16,3,"Mixed feelings about this DataPulse Lite Smartphone. Some features are good, others not so much.",social_media,
418,1414,3777,2025-06-15,5,Impressive StyleCraft Athletic Shoe. Shipping was fast and packaging was great.,social_media,
419,479,14369,2025-11-03,4,Absolutely love this TrailBlaze Speed Soccer! Quality is outstanding.,social_media,
420,668,14344,2025-08-28,5,Really impressed with the ApexDigital quality. Highly recommend!,chat,
421,1641,11453,2025-11-20,5,The NovaByte Advanced Camera is exactly what I needed. Five stars!,chat,
422,235,81,2025-12-29,4,The ReadMore Complete Fiction arrived quickly and works great. Very satisfied.,email,
423,1504,2052,2025-06-30,4,Super happy with this BlueHarbor Slim Fit Shoe. BlueHarbor never disappoints.,email,
424,1737,1354,2025-08-26,2,Returned this GreenHarvest Fresh Snack immediately. Complete waste of money.,social_media,
425,2153,10776,2025-12-06,4,Super happy with this NovaByte Plus Camera. NovaByte never disappoints.,social_media,
426,728,8217,2025-10-30,4,Fast shipping and the ZenithTech Lite Speaker works perfectly. Would buy again.,email,
427,1582,4846,2025-09-11,5,Best purchase Ive made this year. The StyleCraft Cozy Sweater is fantastic.,social_media,
428,199,14851,2025-09-09,4,Impressive GoldenGrain Fresh Snack. Shipping was fast and packaging was great.,survey,
429,823,5799,2025-11-10,2,Would not recommend this ElmHouse Artisan Rug. Very cheaply made.,chat,
430,2183,3512,2025-11-11,4,The HarborHouse Premium Storage has made such a difference. Highly recommend HarborHouse.,survey,
431,1216,10267,2025-08-05,5,Super happy with this CoreMotion Peak Camping. CoreMotion never disappoints.,survey,
432,695,10235,2025-12-12,3,"The OceanCatch Organic Cereal is fine. Not great, not terrible.",survey,
433,1437,11042,2025-07-27,3,The TrailBlaze Flex Soccer arrived on time. Quality is about what I expected.,social_media,
434,1906,6053,2025-08-22,5,Perfect FreshField Premium Spice! Exactly as described and then some.,chat,
435,539,815,2025-09-01,3,"The SunRipe Artisan Dairy is fine. Not great, not terrible.",chat,
436,1620,7495,2026-03-09,4,Love the design and functionality of this DeepRead Pocket Fiction.,email,
437,444,13427,2025-09-30,4,Wonderful quality. Will definitely order more from SignalMax.,survey,
438,2179,846,2025-07-21,4,Impressive GreenLeaf Athletic Dresse. Shipping was fast and packaging was great.,social_media,
439,305,12709,2025-12-12,5,The StoryLine Comprehensive Travel arrived quickly and works great. Very satisfied.,survey,
440,2197,12688,2025-10-02,4,Wonderful quality. Will definitely order more from PixelEdge.,survey,
441,115,14460,2025-07-16,5,Great value for the price. The VelvetSkin Revive Fragrance exceeded my expectations.,email,
442,2259,13749,2026-01-06,5,Outstanding NorthTrail Slim Fit Jean. NorthTrail has a customer for life.,chat,
443,1670,4592,2025-07-23,2,Do not buy this HarborHouse Heritage Towel. Horrible quality from HarborHouse.,email,
444,2002,5476,2025-08-06,5,Really impressed with the VoltStream quality. Highly recommend!,social_media,
445,1657,1819,2025-08-21,2,The FreshField Premium Spice arrived damaged. Customer service was unhelpful.,chat,
446,618,11855,2025-07-25,5,Ive tried many similar products but this GreenLeaf Cozy Activewear from GreenLeaf is the best.,survey,
447,651,13084,2025-09-04,5,Best purchase Ive made this year. The BrightPage Illustrated Tech is fantastic.,survey,
448,842,8708,2026-03-18,3,"Mixed feelings about this ElmHouse Compact Cleaning. Some features are good, others not so much.",survey,
449,1354,5642,2025-06-18,5,Absolutely love this BookBound Modern Science! Quality is outstanding.,chat,
450,6,4817,2025-07-20,2,Do not buy this MindPress Definitive History. Horrible quality from MindPress.,survey,
451,2313,1468,2026-01-09,5,Best purchase Ive made this year. The EarthBite Natural Spice is fantastic.,chat,
452,1972,12472,2025-11-30,3,Decent DeepRead Modern Travel from DeepRead. Would consider alternatives next time.,email,
453,123,8894,2025-09-20,5,Outstanding BookBound Classic Cooking. BookBound has a customer for life.,survey,
454,618,7807,2025-12-28,5,The ThreadBound Vintage Dresse arrived quickly and works great. Very satisfied.,social_media,
455,770,7881,2025-11-29,5,Ive tried many similar products but this OceanCatch Organic Cereal from OceanCatch is the best.,email,
456,604,14531,2025-06-23,5,Very pleased with my purchase. The HomeNest Rustic Cookware is top notch.,social_media,
457,2180,4061,2025-11-16,5,Ive tried many similar products but this LuxeGlow Radiant Makeup from LuxeGlow is the best.,email,
458,628,11176,2025-11-11,4,Ive tried many similar products but this FreshField Artisan Cereal from FreshField is the best.,social_media,
459,399,3078,2026-03-27,3,Not bad but not amazing either. The OceanCatch Farm Fresh Snack is middle of the road.,chat,
460,1823,1125,2026-01-31,4,Absolutely love this FreshFace Luxe Men Grooming! Quality is outstanding.,survey,
461,2394,9176,2025-06-14,4,Very pleased with my purchase. The LuxeGlow Crystal Haircare is top notch.,survey,
462,2219,6674,2025-10-21,5,Solid build quality on this PureStitch Classic Jean. Very durable.,survey,
463,2476,9481,2025-09-18,3,The ClearInk Modern Tech is decent for the price. Nothing special but works.,survey,
464,2169,9193,2026-03-01,4,Bought this as a gift and they absolutely loved the HarborHouse Artisan Storage.,chat,
465,1953,8652,2025-12-10,4,Bought this as a gift and they absolutely loved the LuxeGlow Crystal Haircare.,email,
466,1435,3257,2026-02-13,4,Super happy with this HarborHouse Smart Storage. HarborHouse never disappoints.,chat,
467,162,9904,2025-10-17,4,Amazing VelvetSkin Hydra Sun Care from VelvetSkin. My whole family loves it.,chat,
468,1644,12332,2025-06-30,3,Average quality BrightPage Illustrated Self-Help. Expected a bit more from BrightPage.,survey,
469,1579,12971,2025-06-13,4,Super happy with this VelvetSkin Revive Fragrance. VelvetSkin never disappoints.,email,
470,1351,1209,2025-08-04,5,Amazing ThreadBound Comfort T-Shirt from ThreadBound. My whole family loves it.,chat,
471,1086,13559,2025-11-09,2,Would not recommend this GoldenGrain Fresh Snack. Very cheaply made.,email,
472,1418,12237,2025-06-19,5,Outstanding ThreadBound Vintage Dresse. ThreadBound has a customer for life.,chat,
473,1540,1529,2025-12-15,5,Absolutely love this OceanCatch Artisan Canned! Quality is outstanding.,chat,
474,1193,3010,2025-11-29,4,Excellent craftsmanship on this SignalMax Ultra Speaker. Worth every penny.,chat,
475,442,2164,2025-12-31,3,Not bad but not amazing either. The VoltStream Advanced Smartphone is middle of the road.,social_media,
476,526,6634,2025-12-22,5,Perfect StyleCraft Slim Fit Short! Exactly as described and then some.,social_media,
477,1926,9283,2026-01-12,4,Great value for the price. The MindPress Illustrated Non-Fiction exceeded my expectations.,survey,
478,476,11706,2025-11-20,4,Perfect LuxeGlow Radiant Makeup! Exactly as described and then some.,email,
479,641,10854,2025-10-27,4,The CraftHaven Artisan Towel has made such a difference. Highly recommend CraftHaven.,email,
480,479,11670,2025-09-27,5,Ive tried many similar products but this ZenithTech Lite Speaker from ZenithTech is the best.,social_media,
481,1589,10442,2025-12-04,3,Reasonable StoryLine Comprehensive Travel. Would rate it as average overall.,email,
482,1255,679,2025-12-20,5,The LuxeGlow Crystal Haircare arrived quickly and works great. Very satisfied.,email,
483,1354,14939,2025-10-07,3,The SummitGear Performance Yoga Mat met my basic needs. Nothing more.,social_media,
484,457,5356,2026-03-07,4,Great value for the price. The BrightSpace Compact Rug exceeded my expectations.,survey,
485,1551,4935,2025-07-29,5,The ElmHouse Smart Decor has made such a difference. Highly recommend ElmHouse.,email,
486,9,61,2025-07-05,5,Love the design and functionality of this SummitGear Performance Yoga Mat.,email,
487,555,8979,2026-03-25,5,Outstanding PageTurn Classic Fiction. PageTurn has a customer for life.,social_media,
488,2257,7876,2025-07-08,5,Impressive PageTurn Essential Children. Shipping was fast and packaging was great.,survey,
489,551,5059,2025-10-06,3,"Mixed feelings about this ApexDigital Slim Smartwatche. Some features are good, others not so much.",social_media,
490,379,11628,2026-02-24,5,Perfect OceanCatch Organic Cereal! Exactly as described and then some.,chat,
491,2393,2343,2025-07-22,4,Absolutely love this CoreMotion Peak Camping! Quality is outstanding.,social_media,
492,1950,6475,2025-11-26,5,Absolutely love this NovaByte Plus Camera! Quality is outstanding.,social_media,
493,91,220,2025-07-07,5,Perfect OceanCatch Farm Fresh Beverage! Exactly as described and then some.,chat,
494,995,7482,2026-03-03,5,Very pleased with my purchase. The GreenLeaf Athletic Dresse is top notch.,email,
495,220,12649,2025-11-17,4,Amazing EarthBite Farm Fresh Snack from EarthBite. My whole family loves it.,survey,
496,1122,5962,2025-10-29,5,Very pleased with my purchase. The DeepRead Modern Travel is top notch.,survey,
497,2322,2705,2026-03-01,5,Amazing CoreMotion Peak Camping from CoreMotion. My whole family loves it.,social_media,
498,2071,9551,2026-02-19,5,Super happy with this CoreMotion Endurance Running Gear. CoreMotion never disappoints.,social_media,
499,448,10219,2025-09-19,4,The PageTurn Comprehensive Children has made such a difference. Highly recommend PageTurn.,email,
500,469,11874,2025-08-18,4,Wonderful quality. Will definitely order more from AquaPro.,survey,
